rank,distance,source_icon_id,source_set_id,source_set_name,source_label,source_category,source_normalized_path,target_icon_id,target_set_id,target_set_name,target_label,target_category,target_normalized_path
1,0.0,28786d99b5925991,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftarrow__28786d99b592.png,8d956b8fd66bfd40,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga uparrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_uparrow__8d956b8fd66b.png
2,0.0,2f0595c15be511d7,10_openmoji,OpenMoji,flag: Aruba,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1fc__2f0595c15be5.png,e6d5c3c396e54b89,10_openmoji,OpenMoji,flag: Bangladesh,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1e9__e6d5c3c396e5.png
3,0.0,56fca77111ffbd13,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightanddownarrow__56fca77111ff.png,a8caa064219d1a01,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandleftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandleftarrow__a8caa064219d.png
4,0.0,56fca77111ffbd13,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightanddownarrow__56fca77111ff.png,a92f8680959133bd,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftanddownarrow__a92f86809591.png
5,0.0,56fca77111ffbd13,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightanddownarrow__56fca77111ff.png,eeb6b3cdd0343f66,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandrightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandrightarrow__eeb6b3cdd034.png
6,0.0,7f5e1062793c8e1d,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga downarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_downarrow__7f5e1062793c.png,d8304814c8c214ff,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightarrow__d8304814c8c2.png
7,0.0,9519036bb21ea4a8,10_openmoji,OpenMoji,keycap: 2,symbols / keycap,icon_data/normalized_256/10_openmoji/0032_fe0f_20e3__9519036bb21e.png,cdbf6f4d8199a8ff,10_openmoji,OpenMoji,keycap: *,symbols / keycap,icon_data/normalized_256/10_openmoji/002a_fe0f_20e3__cdbf6f4d8199.png
8,0.0,a8caa064219d1a01,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandleftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandleftarrow__a8caa064219d.png,a92f8680959133bd,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftanddownarrow__a92f86809591.png
9,0.0,a8caa064219d1a01,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandleftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandleftarrow__a8caa064219d.png,eeb6b3cdd0343f66,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandrightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandrightarrow__eeb6b3cdd034.png
10,0.0,a92f8680959133bd,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftanddownarrow__a92f86809591.png,eeb6b3cdd0343f66,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga forwardandrightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_forwardandrightarrow__eeb6b3cdd034.png
11,0.0007414679242338829,72e30cf0259cc441,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga no parking,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_no_parking__72e30cf0259c.png,d3a0982f1bf0c15d,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga noparking,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_noparking__d3a0982f1bf0.png
12,0.0014829358472699008,969d2464f703154e,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W024,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w024__969d2464f703.png,a550646e3a8c8903,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W017,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w017__a550646e3a8c.png
13,0.0014829358478688332,321fe63975f72a70,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W011,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w011__321fe63975f7.png,3ae85d1803f6fd0e,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W006,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w006__3ae85d1803f6.png
14,0.0014829358480185663,28786d99b5925991,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftarrow__28786d99b592.png,7f5e1062793c8e1d,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga downarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_downarrow__7f5e1062793c.png
15,0.0014829358480185663,28786d99b5925991,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga leftarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_leftarrow__28786d99b592.png,d8304814c8c214ff,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightarrow__d8304814c8c2.png
16,0.0014829358480185663,490a152480b7c75c,10_openmoji,OpenMoji,flag: Armenia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f2__490a152480b7.png,9d9a3de3a8bdf41e,10_openmoji,OpenMoji,flag: Colombia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1f4__9d9a3de3a8bd.png
17,0.0014829358480185663,7f5e1062793c8e1d,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga downarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_downarrow__7f5e1062793c.png,8d956b8fd66bfd40,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga uparrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_uparrow__8d956b8fd66b.png
18,0.0014829358480185663,8d956b8fd66bfd40,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga uparrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_uparrow__8d956b8fd66b.png,d8304814c8c214ff,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightarrow__d8304814c8c2.png
19,0.0014879720129882352,600aa9080a0c1b6b,10_openmoji,OpenMoji,keycap: 6,symbols / keycap,icon_data/normalized_256/10_openmoji/0036_fe0f_20e3__600aa9080a0c.png,cb06e22875c9a7ef,10_openmoji,OpenMoji,keycap: 9,symbols / keycap,icon_data/normalized_256/10_openmoji/0039_fe0f_20e3__cb06e22875c9.png
20,0.002224403771903072,4326713e6d159ffb,10_openmoji,OpenMoji,copyleft symbol,extras-unicode / symbol-other,icon_data/normalized_256/10_openmoji/1f12f__4326713e6d15.png,ebb27d9f901db57b,10_openmoji,OpenMoji,copyright,symbols / other-symbol,icon_data/normalized_256/10_openmoji/00a9__ebb27d9f901d.png
21,0.002224403772002894,405f3b69c6df5079,10_openmoji,OpenMoji,flag: Angola,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f4__405f3b69c6df.png,a68760e66b530a61,10_openmoji,OpenMoji,flag: Bolivia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1f4__a68760e66b53.png
22,0.0028449479552371953,9a05e7b439a7ed4c,05_mulberry_symbols,Mulberry Symbols,Earth mantle,iconsets,icon_data/normalized_256/05_mulberry_symbols/earth_mantle__9a05e7b439a7.png,c27fd1be1f63bdd2,05_mulberry_symbols,Mulberry Symbols,Earth outer core,iconsets,icon_data/normalized_256/05_mulberry_symbols/earth_outer_core__c27fd1be1f63.png
23,0.0037073396199715494,569ca78170ef30ad,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W026,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w026__569ca78170ef.png,fdd505a2101b6cd5,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W027,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w027__fdd505a2101b.png
24,0.004448807544018265,0d486c801bc695ee,10_openmoji,OpenMoji,keycap: 7,symbols / keycap,icon_data/normalized_256/10_openmoji/0037_fe0f_20e3__0d486c801bc6.png,600aa9080a0c1b6b,10_openmoji,OpenMoji,keycap: 6,symbols / keycap,icon_data/normalized_256/10_openmoji/0036_fe0f_20e3__600aa9080a0c.png
25,0.005190275468022201,9c1380a06fa4eb2a,10_openmoji,OpenMoji,flag: Benin,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1ef__9c1380a06fa4.png,9d9a3de3a8bdf41e,10_openmoji,OpenMoji,flag: Colombia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1f4__9d9a3de3a8bd.png
26,0.005190275468043592,977595b4d2a0e30e,10_openmoji,OpenMoji,keycap: 0,symbols / keycap,icon_data/normalized_256/10_openmoji/0030_fe0f_20e3__977595b4d2a0.png,b0d4abd08e2cd9d7,10_openmoji,OpenMoji,keycap: 5,symbols / keycap,icon_data/normalized_256/10_openmoji/0035_fe0f_20e3__b0d4abd08e2c.png
27,0.0059317433919245325,0e7fba19fbc42fe9,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W007,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w007__0e7fba19fbc4.png,ee0850811e394b6c,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W008,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w008__ee0850811e39.png
28,0.005931743392027474,b0d4abd08e2cd9d7,10_openmoji,OpenMoji,keycap: 5,symbols / keycap,icon_data/normalized_256/10_openmoji/0035_fe0f_20e3__b0d4abd08e2c.png,c5860218ae2b92f3,10_openmoji,OpenMoji,keycap: 3,symbols / keycap,icon_data/normalized_256/10_openmoji/0033_fe0f_20e3__c5860218ae2b.png
29,0.005931743392027474,f1e85686fa1897f6,10_openmoji,OpenMoji,flag: Bahamas,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1f8__f1e85686fa18.png,fb69208b7df0d142,10_openmoji,OpenMoji,flag: Burkina Faso,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1eb__fb69208b7df0.png
30,0.005931743392036832,977595b4d2a0e30e,10_openmoji,OpenMoji,keycap: 0,symbols / keycap,icon_data/normalized_256/10_openmoji/0030_fe0f_20e3__977595b4d2a0.png,c64a2fe00bfc7abb,10_openmoji,OpenMoji,keycap: 8,symbols / keycap,icon_data/normalized_256/10_openmoji/0038_fe0f_20e3__c64a2fe00bfc.png
31,0.0059330044371262115,0d486c801bc695ee,10_openmoji,OpenMoji,keycap: 7,symbols / keycap,icon_data/normalized_256/10_openmoji/0037_fe0f_20e3__0d486c801bc6.png,cb06e22875c9a7ef,10_openmoji,OpenMoji,keycap: 9,symbols / keycap,icon_data/normalized_256/10_openmoji/0039_fe0f_20e3__cb06e22875c9.png
32,0.006673211316033638,490a152480b7c75c,10_openmoji,OpenMoji,flag: Armenia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f2__490a152480b7.png,9c1380a06fa4eb2a,10_openmoji,OpenMoji,flag: Benin,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1ef__9c1380a06fa4.png
33,0.0074146792400404254,4a1b6ca0afb93272,10_openmoji,OpenMoji,flag: Côte d’Ivoire,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1ee__4a1b6ca0afb9.png,b9643635f7031789,10_openmoji,OpenMoji,flag: Clipperton Island,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1f5__b9643635f703.png
34,0.007414679240047912,13a78b0fc670a3e7,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga exit,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_exit__13a78b0fc670.png,9b352ee9d3ea7f71,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga Exit Green,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_exit_green__9b352ee9d3ea.png
35,0.008157064333667443,cb06e22875c9a7ef,10_openmoji,OpenMoji,keycap: 9,symbols / keycap,icon_data/normalized_256/10_openmoji/0039_fe0f_20e3__cb06e22875c9.png,d7b4dad618fe8c2b,10_openmoji,OpenMoji,keycap: 4,symbols / keycap,icon_data/normalized_256/10_openmoji/0034_fe0f_20e3__d7b4dad618fe.png
36,0.008897615087612288,80a27705be60b57f,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i pathology,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_pathology__80a27705be60.png,fc70071a5bbf9bb5,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i imaging alternative pet,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_imaging_alternative_pet__fc70071a5bbf.png
37,0.008897615088011577,4d2d85998cba96ef,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W020,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w020__4d2d85998cba.png,969d2464f703154e,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W024,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w024__969d2464f703.png
38,0.009639083011999743,5942b680f6726c6b,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W031,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w031__5942b680f672.png,8eb2ae5e436bf3d9,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W032,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w032__8eb2ae5e436b.png
39,0.009639083012057332,600aa9080a0c1b6b,10_openmoji,OpenMoji,keycap: 6,symbols / keycap,icon_data/normalized_256/10_openmoji/0036_fe0f_20e3__600aa9080a0c.png,d7b4dad618fe8c2b,10_openmoji,OpenMoji,keycap: 4,symbols / keycap,icon_data/normalized_256/10_openmoji/0034_fe0f_20e3__d7b4dad618fe.png
40,0.010380550936023011,4d2d85998cba96ef,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W020,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w020__4d2d85998cba.png,a550646e3a8c8903,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W017,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w017__a550646e3a8c.png
41,0.010380550936060445,405f3b69c6df5079,10_openmoji,OpenMoji,flag: Angola,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f4__405f3b69c6df.png,f731377d8226fd66,10_openmoji,OpenMoji,flag: Albania,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f1__f731377d8226.png
42,0.01112201886005939,b0d4abd08e2cd9d7,10_openmoji,OpenMoji,keycap: 5,symbols / keycap,icon_data/normalized_256/10_openmoji/0035_fe0f_20e3__b0d4abd08e2c.png,c64a2fe00bfc7abb,10_openmoji,OpenMoji,keycap: 8,symbols / keycap,icon_data/normalized_256/10_openmoji/0038_fe0f_20e3__c64a2fe00bfc.png
43,0.011122018860064382,977595b4d2a0e30e,10_openmoji,OpenMoji,keycap: 0,symbols / keycap,icon_data/normalized_256/10_openmoji/0030_fe0f_20e3__977595b4d2a0.png,c5860218ae2b92f3,10_openmoji,OpenMoji,keycap: 3,symbols / keycap,icon_data/normalized_256/10_openmoji/0033_fe0f_20e3__c5860218ae2b.png
44,0.011863486784059626,2f0595c15be511d7,10_openmoji,OpenMoji,flag: Aruba,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1fc__2f0595c15be5.png,709c56f034c6cb05,10_openmoji,OpenMoji,flag: Belgium,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1ea__709c56f034c6.png
45,0.011863486784059626,709c56f034c6cb05,10_openmoji,OpenMoji,flag: Belgium,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1ea__709c56f034c6.png,e6d5c3c396e54b89,10_openmoji,OpenMoji,flag: Bangladesh,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1e9__e6d5c3c396e5.png
46,0.012081176288381056,3eabac93a39659c9,07_arasaac_pictograms,ARASAAC Pictograms,put on trousers,verb; clothes; routine,icon_data/normalized_256/07_arasaac_pictograms/10180__3eabac93a396.png,fb590ef016ff3f20,07_arasaac_pictograms,ARASAAC Pictograms,take trousers off,verb; clothes; routine,icon_data/normalized_256/07_arasaac_pictograms/10143__fb590ef016ff.png
47,0.012492533301811876,4f0994ab12ac7442,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 92,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_092__4f0994ab12ac.png,88b4cd063a20684d,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 94,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_094__88b4cd063a20.png
48,0.0126049547080301,9198bbcd6bccdff0,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W025,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w025__9198bbcd6bcc.png,a9cb2fa5661077bd,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W010,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w010__a9cb2fa56610.png
49,0.012604954708069735,a68760e66b530a61,10_openmoji,OpenMoji,flag: Bolivia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1f4__a68760e66b53.png,f731377d8226fd66,10_openmoji,OpenMoji,flag: Albania,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f1__f731377d8226.png
50,0.013287622993167564,4f0994ab12ac7442,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 92,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_092__4f0994ab12ac.png,af6e923219a171fe,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 91,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_091__af6e923219a1.png
51,0.013346422632217008,11ea7bbb3c0148a7,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,hearing assistance,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/hearing_assistance__11ea7bbb3c01.png,3ed5a9cb77d0cad6,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i alternative complementary,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_alternative_complementary__3ed5a9cb77d0.png
